ï»¿Quality	#1 ID	#2 ID	#1 String	#2 String
1	1580638	1580663	<QUOTE> I stand 100 percent by it , and I think our intelligence services gave us the correct information at the time . <QUOTE>	I stand 100 percent by it , and I think that our intelligence services gave us the correct intelligence and information at the time , <QUOTE> Blair said .
0	2306149	2305958	The Dow Jones industrial average .DJI slipped 9.54 points , or 0.1 percent , at 9,558.92 .	The blue-chip Dow Jones industrial average eased 44 points , or 0.47 percent , to 9,543 , after scoring five consecutive up sessions .
0	1919740	1919926	<QUOTE> I don 't know if the person I 'm talking to now may end up being someone else at another time that may not follow the rules , <QUOTE> Parrish said .	<QUOTE> I don 't know whether the person I 'm talking to now may end up being someone else , <QUOTE> Parrish said .
1	3413305	3413321	Earlier on Monday , Grant Thornton SpA repeated previous statements that it was <QUOTE> a victim of fraudulent action <QUOTE> .	Grant Thornton claims that it too was the â victim â of a fraud .
0	1657872	1657996	The winner of this year 's Most Popular New Talent Logie , Goodrem first went to a specialist on Monday feeling tired and unwell .	She first went to a specialist for initial tests last Monday , feeling tired and unwell .
1	2980753	2980614	All three were studied for fingerprints , DNA and other traces of evidence , but prosecutors have not yet testified to what , if anything , they yielded .	All three were studied for fingerprints , DNA and other traces of evidence , but there has been no testimony yet about what the tests might have yielded .
0	137017	136883	Cambone said U.S forces found the tractor-trailer April 19 at a Kurdish checkpoint near the city of Mosul in northern Iraq .	Kurdish forces at a checkpoint near Mosul in northern Iraq seized the trailer on April 19 .
0	1300475	1300604	Sony Ericsson also said it would shut down its GSM / UMTS R & D center in Munich , Germany , to increase profitability .	Sony Ericsson also said it plans to close its R & D site in Munich , Germany , for GSM and UMTS handsets .
1	672171	672222	J.D. Edwards shareholders will receive 0.86 of a share of PeopleSoft for each share of J.D. Edwards .	Shareholders will get 0.86 PeopleSoft share , or $ 13.11 , for each J.D. Edwards share , based on recent trading prices .
1	274160	274343	That failure to act contributed to September the 11th and the failure to act today continues ( to put ) Americans in a vulnerable circumstance , <QUOTE> Graham said .	<QUOTE> That failure to act contributed to September 11 and the failure to act today continues [ to put ] Americans in a vulnerable circumstance , <QUOTE> said Graham .
1	1809428	1809439	The Intel C + + Compiler for Platform Builder for Microsoft .NET is available for the suggested list price of $ 1,499 and is intended for OEM and system integrator use .	The Intel C + + Compiler for Platform Builder for Microsoft Windows CE.Net is available for $ 1,499 and is intended for use by device manufacturers and systems integrators .
1	1674771	1674720	<QUOTE> There were , <QUOTE> said board member and Nobel-prize winning Stanford physicist Douglas Osheroff , <QUOTE> some extremely bad decisions .	Board member Douglas Osheroff , a Nobel-prize winning Stanford physicist , said : <QUOTE> There were some extremely bad decisions .
1	2570300	2570358	He later learned that the incident was caused by the Concorde 's sonic boom .	He later found out the alarming incident had been caused by Concorde 's powerful sonic boom .
1	1528193	1528083	Zulifquar Ali , a worshiper slightly wounded by shrapnel , said the attackers first targeted the mosque 's guards .	Witness Zulfiqar Ali , who was slightly wounded by shrapnel , said the attackers had focused on the mosque 's guards .
1	960580	960694	He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again .	He said the prob lem needs to be corrected before the space shuttle fleet flies again .
0	758457	758501	Doctors would face fines and up to two years in prison for performing the procedure , except as a lifesaving step .	Physicians who perform the procedure would face up to two years in prison , under the bill .
1	2748287	2748550	<QUOTE> I think it 's going to be a close vote , but I think the grant proposal is going to win , <QUOTE> McConnell said .	<QUOTE> I think it 's going to be a close vote , but I think the grant proposal 's going to win , <QUOTE> said Sen. Mitch McConnell , assistant majority leader .
1	667083	666922	<QUOTE> We make no apologies for finding every legal way possible to protect the American public from further terrorist attack , <QUOTE> Barbara Comstock said .	<QUOTE> We make no apologies for finding every legal way possible to protect the American public from further terrorist attacks , <QUOTE> said Barbara Comstock , Ashcroft 's press secretary .
1	264662	264632	Since March 11 , when the market 's major indices were at their lowest levels since hitting multi-year lows in October , the tech-laden Nasdaq has climbed nearly 20 per cent .	Since March 11 , when the markets major indexes were at their lowest levels since hitting multiyear lows in October , the tech-laden Nasdaq has climbed nearly 20 percent .
1	2046156	2046137	The two men , whose names were not released , both were using Pakistani passports and were seen together at the airport earlier in the evening , police said .	The men had Pakistani passports and reportedly were seen together at the airport earlier in the evening , law enforcement sources said .
1	2854798	2854832	<QUOTE> We 've put a lot of effort and energy into improving our patching progress , probably later than we should have .	<QUOTE> We have put a lot of energy into patching , later than we should have , <QUOTE> he said .
1	232420	232708	Rebels sought to consolidate their grip on a troubled northeastern Congolese town Tuesday after a week of fighting that killed at least 112 people .	Rebels consolidated their grip on a troubled northeastern Congolese town Tuesday as residents identified at least 112 dead after a week of fighting .
0	1276799	1276920	This was around the time Congress was debating a resolution granting the President broad authority to wage war .	Within four days , the House and Senate overwhelmingly endorsed a resolution granting the president authority to go to war .
1	2046138	2046157	After their arrests , the men told investigators they paid to be smuggled into Blaine , Wash . , from Canada last month , two sources said .	After their arrests , the men told investigators they paid to be smuggled into the United States from Canada last month .
